STUDENTID,V1,VH098810,VH098519,VH098808,VH139047,VH098759,VH098740,VH134366,VH098753,VH134387,VH098783,BlockRev,VH098812,VH139196,VH134373,VH098839,VH098597,VH098556,VH098522,VH098779,VH098834,Average,Total,Label
2333366445,10,23,42,34,171,127,29,107,54,85,33,22,37,99,349,130,60,34,61,24,21,73.90,25.87,TRUE
2333366607,9,29,174,86,69,209,44,105,133,77,85,12,42,139,119,90,53,41,132,43,56,83.19,29.12,TRUE
2333366798,10,14,98,36,76,145,51,92,47,37,55,1,49,96,63,71,29,17,34,10,55,51.71,18.10,TRUE
2333367131,12,47,110,180,102,212,57,123,315,86,55,,90,64,50,67,64,80,,18,,96.22,28.87,TRUE
2333367221,18,26,53,34,48,156,48,140,46,34,45,37,41,55,130,96,48,35,60,38,50,58.95,20.63,TRUE
2333367638,12,32,47,112,220,101,40,94,105,116,99,18,166,57,85,154,91,54,53,11,89,83.62,29.27,TRUE
2333368499,6,45,75,128,94,126,45,179,68,47,53,9,58,144,124,108,26,19,98,22,87,74.33,26.02,TRUE
2333368677,7,18,72,77,84,24,32,114,95,221,59,7,66,66,123,120,45,93,141,104,24,75.81,26.53,FALSE
2333368928,11,22,56,38,51,87,102,124,185,78,115,10,51,124,81,162,57,56,38,16,76,73.33,25.67,TRUE
2333369088,8,34,71,63,72,163,103,111,140,167,62,13,89,84,145,68,28,48,116,61,92,82.76,28.97,FALSE
2333369371,9,29,69,56,56,101,74,62,78,166,34,2,139,114,176,89,14,10,46,17,44,65.95,23.08,FALSE
2333369525,13,22,70,70,247,95,48,109,175,22,52,2,66,57,46,45,32,15,15,25,51,60.81,21.28,TRUE
2333370574,6,14,91,197,98,118,64,98,97,45,90,4,108,71,241,70,63,35,57,30,57,78.76,27.57,FALSE
2333371660,16,15,17,31,23,58,32,83,49,60,127,18,41,50,53,33,33,44,75,25,89,46.29,16.20,TRUE
2333372071,10,9,142,23,282,31,19,114,58,110,45,4,63,109,68,42,39,47,31,19,83,64.19,22.47,FALSE
2333372577,12,26,85,145,150,174,80,102,61,119,136,4,63,56,79,59,52,26,244,22,52,83.19,29.12,TRUE
2333372615,3,27,80,183,187,219,37,103,81,89,88,,87,81,80,180,57,16,48,37,48,86.55,28.85,TRUE
2333373212,9,122,74,286,80,96,61,105,56,176,39,46,36,62,31,31,28,21,40,25,66,70.95,24.83,TRUE
2333373361,10,39,61,214,58,167,59,119,125,63,144,4,44,62,52,78,40,38,136,14,63,75.71,26.50,TRUE
2333373867,18,16,116,94,114,105,47,155,86,98,76,16,70,99,91,55,38,33,35,28,44,68.29,23.90,TRUE
2333374022,9,21,79,129,255,124,72,206,87,40,57,20,38,61,62,172,19,46,14,27,43,75.29,26.35,TRUE
2333374201,14,21,60,26,87,87,47,104,72,73,101,11,74,67,273,129,62,21,106,30,36,71.48,25.02,FALSE
2333374308,12,15,24,87,42,157,43,110,121,113,74,19,95,142,105,51,47,39,23,17,91,67.95,23.78,TRUE
2333376343,9,13,50,70,152,91,22,90,161,30,42,10,27,93,105,54,84,13,52,16,26,57.62,20.17,TRUE
2333376360,6,14,49,37,88,109,24,78,65,160,78,11,70,35,426,47,34,16,21,34,35,68.43,23.95,TRUE
2333376670,4,10,48,52,152,24,14,83,47,36,105,6,30,95,88,38,86,27,35,26,48,50.19,17.57,TRUE
2333376947,13,19,53,73,155,116,75,87,59,67,34,16,67,100,69,92,30,25,77,65,56,64.19,22.47,TRUE
2333377005,11,31,100,382,104,120,93,81,60,91,124,12,59,116,44,44,37,30,17,47,44,78.43,27.45,TRUE
2333377145,4,12,53,69,92,133,22,142,91,58,21,4,63,54,146,60,23,14,52,10,57,56.19,19.67,FALSE
2333377358,21,15,52,55,111,96,92,132,113,95,71,23,49,43,98,93,62,22,34,44,28,64.24,22.48,TRUE
2333377366,9,24,85,43,184,116,66,159,36,59,79,5,92,108,99,72,87,24,62,43,55,71.76,25.12,TRUE
2333377455,14,11,29,75,334,161,39,113,18,113,50,3,67,8,35,48,31,13,103,11,7,61.10,21.38,FALSE
2333377471,4,12,156,38,51,103,90,60,202,117,36,19,79,93,98,51,30,41,18,92,77,69.86,24.45,TRUE
2333377692,9,13,25,27,229,87,30,67,54,30,92,11,44,55,69,31,38,11,16,46,31,48.33,16.92,FALSE
2333378052,9,16,92,40,108,155,52,114,122,29,35,15,35,56,167,52,80,42,42,29,77,65.10,22.78,TRUE
2333378494,10,28,152,156,193,146,131,214,68,180,76,,40,124,200,42,,,,,,117.33,29.33,TRUE
2333378711,15,31,95,172,256,273,95,202,132,60,228,,204,,,,,,,,,146.92,29.38,TRUE
2333379237,12,20,89,79,245,105,163,121,63,105,50,4,43,142,89,106,33,36,118,25,56,81.14,28.40,TRUE
2333379261,15,26,65,105,320,73,73,110,187,79,79,5,72,67,54,70,28,10,38,21,50,73.67,25.78,FALSE
2333379504,10,20,50,76,68,67,60,82,568,198,438,,77,22,,,,,,,,133.54,28.93,TRUE
2333379580,11,14,67,181,137,113,79,75,98,58,35,6,103,103,167,77,125,17,59,20,113,78.95,27.63,FALSE
2333379644,4,18,129,67,176,106,57,84,21,27,39,7,58,33,44,37,53,32,22,35,43,52.00,18.20,FALSE
2333379652,6,15,39,78,79,58,29,100,66,36,72,29,81,82,27,47,41,22,82,27,50,50.76,17.77,FALSE
2333379849,18,18,96,67,170,93,63,109,86,61,63,12,113,110,254,100,46,34,59,31,31,77.81,27.23,TRUE
2333379903,15,27,197,159,452,120,80,402,32,126,60,,,,,,,,,,,151.82,27.83,FALSE
2333379920,4,51,146,154,211,276,105,325,127,278,,,,,,,,,,,,167.70,27.95,FALSE
2333380537,18,75,156,135,199,138,32,157,83,109,122,,44,87,100,61,97,32,,21,37,89.63,28.38,FALSE
2333382131,23,32,61,35,68,32,44,85,51,61,78,4,92,75,124,67,66,32,336,97,80,73.48,25.72,TRUE
2333382203,14,26,98,110,77,97,89,127,80,82,156,29,99,157,120,49,47,27,79,40,129,82.48,28.87,TRUE
2333382793,11,11,16,38,40,67,49,263,91,49,48,6,61,53,167,39,28,24,24,16,31,53.90,18.87,FALSE
2333382891,8,22,38,28,64,144,14,103,44,244,31,3,59,52,280,46,46,13,65,41,50,66.43,23.25,TRUE
2333383081,9,23,125,208,91,32,69,249,204,164,44,,14,15,6,80,26,18,78,39,27,76.05,25.35,TRUE
2333383731,18,24,126,131,98,105,40,165,123,41,64,1,96,129,139,177,81,44,31,38,77,83.24,29.13,TRUE
2333384346,5,15,55,61,97,19,25,68,7,51,61,3,36,75,27,45,33,9,35,111,21,40.90,14.32,FALSE
2333384427,7,15,187,330,60,87,56,132,142,87,206,,109,110,25,78,34,7,,,,98.35,27.87,TRUE
2333384842,7,32,44,38,166,122,56,61,157,67,181,3,72,148,239,53,47,32,78,24,43,79.52,27.83,TRUE
2333384877,10,20,24,69,52,53,136,46,98,176,51,14,86,46,154,48,33,16,56,15,69,60.57,21.20,FALSE
2333384923,12,13,40,91,125,308,50,142,104,54,198,,146,80,70,66,35,25,6,38,44,82.35,27.45,TRUE
2333385288,,17,71,90,85,106,57,344,58,100,78,27,85,51,43,70,19,18,38,16,47,71.00,23.67,FALSE
